1.9981289,-0.021499839,0.77361655,0.54281217,1.0
0.032488853,0.40635204,0.49546167,0.47623938,1.0
-0.569962,-0.8377518,0.7092538,0.30732626,0.0
-0.27481228,0.8123927,0.57854325,0.48424315,1.0
-0.6006602,-1.3392768,0.09648967,0.10389816,0.0
-0.6089743,-1.3392768,-0.61079127,-0.37363154,0.0
1.3614624,0.07286965,0.7092621,0.5314465,1.0
-0.61153245,-1.3392768,-2.0463586,-1.1424541,0.0
3.8681567,-0.024884434,1.0282755,0.54441977,1.0
-0.33620855,1.6536427,0.59056395,0.48854864,1.0
-0.6131313,-1.3392768,-2.5171049,-3.1194272,0.0
-0.0775128,-0.2677977,0.5896797,0.48951283,1.0
0.42964596,0.6300285,0.6376349,0.5159704,1.0
-0.60801494,-1.3392768,0.2991998,-0.31122667,0.0
0.14313005,0.8082299,0.4511807,0.48226056,1.0
-0.20861942,0.777691,0.5875721,0.48787254,1.0
-0.26330048,0.46501735,0.51334465,0.48750636,1.0
-0.6131313,-1.3392768,-2.5171049,-3.1194272,0.0
-0.31670243,-0.042702366,0.6671314,0.48251125,1.0
-0.6012997,1.3459014,-0.5285305,0.08192101,0.0
-0.6048172,-1.3392768,-0.14649655,-0.23634139,0.0
-0.43086112,0.9701018,-0.983048,0.41724765,0.0
-0.30231267,0.30962452,-0.45289224,0.47087634,0.0
-0.13251363,1.7493792,0.44795546,0.43739185,1.0
-0.058646236,0.56833994,0.62716705,0.47049692,1.0
-0.23899777,-0.03331182,0.66715676,0.5095315,1.0
-0.6086545,-1.3392768,0.21905693,-0.53588307,0.0
0.07214061,0.10046533,0.4400363,0.4781781,1.0
-0.12228091,0.08949626,0.6018616,0.47213542,1.0
-0.5990613,-1.3392768,0.18702626,0.11216323,0.0
-0.598102,-1.3392768,0.3373947,0.10197978,0.0
4.454619,-0.13331695,0.9797349,0.5426831,1.0
-0.6124917,-1.3392768,-2.5171049,-1.8838191,0.0
-0.57443887,-1.0595697,-0.29793543,0.2167148,0.0
-0.60545677,-1.3392768,-0.8423244,-0.07159409,0.0
-0.5760377,-0.80795604,0.2668601,0.2832472,0.0
-0.6086545,-1.3392768,0.22396745,-0.40108928,0.0
-0.04361694,0.6438879,0.63504475,0.4747078,1.0
-0.46827447,0.59242105,0.61072457,0.477449,1.0
-0.5955438,-1.3392768,0.22052819,0.16265687,0.0
-0.1708863,0.03771453,0.6093828,0.5161451,1.0
-0.5917066,0.16137981,0.15442982,0.1755276,0.0
